dim,act_mean,act_var,act_std,act_skew,act_excess_kurtosis,act_q95_abs,act_q99_abs,act_max_abs,act_tail_ratio,recon_mean,recon_var,recon_std,recon_skew,recon_excess_kurtosis,recon_q95_abs,recon_q99_abs,recon_max_abs,recon_tail_ratio,var_delta,kurtosis_delta,tail_ratio_delta,abs_mean_delta
108,0.2975076,6.4221787,2.5342019,0.04664187,0.24443054,5.0625,6.75,13.75,6.8428626,-0.08473656,3.6898825,1.9209067,0.021195874,0.30426002,3.84375,5.1875,8.3125,5.4970727,-2.7322962,0.059829473,-1.3457899,0.38224417
109,-0.9665893,6.542881,2.5579057,0.028006563,0.16511011,5.4375,7.125,11.125,5.121993,-0.41945577,3.5935388,1.8956631,0.056676745,0.25356722,3.828125,5.0625,9.9375,6.4695034,-2.9493423,0.08845711,1.3475103,0.5471335
110,0.09149795,6.605137,2.5700462,-0.026455935,0.17412424,5.09375,6.75,12.625,6.1876106,-0.1022374,4.075947,2.0188975,0.045187913,0.27738547,4.0625,5.4375,9.5,5.958814,-2.52919,0.10326123,-0.22879648,0.19373536
111,0.43248075,7.0654263,2.658087,-0.049247917,0.25616813,5.3125,7.21875,12.9375,6.0778627,0.6196347,4.3291636,2.0806642,-0.111396044,0.3891747,4.28125,5.75,9.5,5.531159,-2.7362628,0.13300657,-0.5467038,0.18715394
112,-0.1340332,7.008131,2.6472874,0.11019434,0.33774853,5.28125,7.250305,11.9375,5.7278757,-0.38954887,4.0436172,2.0108747,0.11051603,0.386451,4.09375,5.46875,8.6875,5.3884068,-2.9645138,0.04870248,-0.33946896,0.25551566
113,-8.630164,269.87543,16.427885,-0.059314404,-0.032640457,36.0,47.75,78.5,5.2899227,-7.7518187,261.69818,16.177088,-0.05790259,0.0096337795,34.75,46.5,80.5,5.6156406,-8.177246,0.042274237,0.32571793,0.8783455
114,0.718373,6.54614,2.5585425,-0.031000262,0.088377476,5.25,6.84375,10.75,5.0778065,0.3538051,4.0159674,2.0039878,-0.049320545,0.38315654,3.984375,5.531555,9.375,5.838012,-2.5301728,0.29477906,0.76020575,0.3645679
115,-0.9273178,7.116575,2.667691,0.008964384,0.29193807,5.53125,7.625,12.5,5.592068,-0.15357478,4.7167206,2.1718013,-0.07552384,0.31339073,4.28125,5.96875,9.4375,5.4923377,-2.3998542,0.021452665,-0.09973049,0.77374303
116,0.073351905,6.473329,2.5442739,-0.1094885,0.3719318,5.0625,6.9375,11.625,5.808279,0.546395,3.97721,1.9942944,-0.117142655,0.6156695,4.125,5.75,9.25,5.6931477,-2.496119,0.2437377,-0.11513138,0.47304308
117,0.29325777,19.412647,4.4059787,0.061753534,0.38181996,8.9375,12.1875,18.875,5.4767895,0.3091557,16.232168,4.0289164,-0.0022646002,0.5231886,8.3125,11.1875,17.625,5.6349883,-3.180479,0.14136863,0.15819883,0.01589793
118,-0.06758421,5.758394,2.3996654,-0.039623413,0.1679039,4.75,6.34375,11.1875,5.8846717,-0.05595701,3.4298337,1.851981,-0.021568885,0.2896433,3.703125,4.937805,8.3125,5.7095504,-2.32856,0.12173939,-0.1751213,0.011627201
119,0.71163124,7.594646,2.7558386,0.07326969,0.18785596,5.625,7.625,13.1875,5.8631506,-0.1373227,4.68523,2.164539,0.042169508,0.39035034,4.34375,5.875,11.4375,6.7285533,-2.9094162,0.20249438,0.8654027,0.84895396
120,-0.3883229,6.759315,2.5998683,0.031645812,0.27014875,5.1875,6.9375,12.3125,5.9209337,-0.952341,4.0537972,2.0134044,0.035723895,0.3614912,4.34375,5.90625,9.75,5.4972167,-2.7055178,0.09134245,-0.42371702,0.56401813
121,-0.5135626,6.979774,2.6419263,-0.026892979,0.23358798,5.375,7.125,12.125,5.709399,0.04224297,4.1259904,2.0312533,-0.032306522,0.31250596,4.03125,5.53125,8.5,5.3332014,-2.8537836,0.07891798,-0.37619781,0.55580556
122,-1.3137931,7.526945,2.743528,-0.03876989,0.15848565,6.0,7.875,14.0625,5.8069124,-0.75948924,4.807164,2.1925247,-0.08084731,0.2623763,4.5625,6.25,11.3125,6.15964,-2.719781,0.10389066,0.3527274,0.5543038
123,-0.60605556,6.3449802,2.5189245,0.0010554984,0.23523998,5.125,6.75,13.0,6.3344345,-0.5659698,3.6845374,1.9195149,0.06184395,0.18979216,3.921875,5.21875,8.9375,5.61538,-2.6604428,-0.045447826,-0.7190547,0.040085733
124,-0.29829195,7.2859397,2.699248,0.0038369012,0.16883707,5.375,7.15625,12.5,5.808342,0.0019650878,4.5077477,2.1231456,-0.01216159,0.45590854,4.21875,5.78125,9.8125,5.8837914,-2.778192,0.28707147,0.07544947,0.30025703
125,-1.9800731,12.462336,3.5302033,0.06178021,0.12225795,7.875,10.25,16.625,5.10993,-0.7926501,9.0172825,3.0028791,0.057216585,0.24836802,6.09375,8.375,13.0,5.279001,-3.445053,0.12611008,0.1690712,1.187423
126,0.7614537,6.773911,2.6026738,-0.051501505,0.26168084,5.34375,7.125,11.1875,5.201379,0.49308956,3.9064512,1.9764744,-0.12247093,0.44197297,4.0,5.40625,11.375,7.0681257,-2.8674598,0.18029213,1.8667469,0.26836413
127,-0.8273182,6.842978,2.6159086,0.029067917,0.24197912,5.375,7.28125,13.125,6.0427523,-0.5141486,4.049811,2.0124142,-0.017583963,0.4988768,4.15625,5.71875,9.0625,5.5879235,-2.793167,0.2568977,-0.45482874,0.3131696
128,-0.17962877,7.762783,2.7861772,-0.051037613,0.042101145,5.5,7.25,13.0625,5.874481,-0.24857515,4.8869705,2.2106493,-0.0048190975,0.17479968,4.40625,5.90625,9.25,5.2564,-2.8758125,0.13269854,-0.6180811,0.06894638
129,-0.6169542,11.618872,3.4086466,-0.036362603,0.29738688,6.782776,9.375,15.5625,5.6942606,-0.73501575,8.716903,2.95244,-0.04289716,0.49770832,6.03125,8.4375,13.875,5.829059,-2.901969,0.20032144,0.13479853,0.11806154
130,0.4697311,8.48187,2.912365,0.04023891,0.18445039,5.90625,7.8125,12.1875,5.2323484,0.48984444,5.730223,2.3937883,0.07738408,0.32245994,4.8125,6.6875,10.9375,5.6924,-2.7516465,0.13800955,0.46005154,0.020113349
131,0.30266654,6.153191,2.4805627,-0.038319632,0.12775326,4.90625,6.53125,10.75,5.417173,0.07230322,3.4650867,1.8614743,-0.06070652,0.22678995,3.734375,4.90625,9.0,6.120554,-2.6881044,0.09903669,0.70338106,0.23036332
132,0.0091559505,5.497088,2.3445868,0.05957871,0.1494255,4.625,6.15625,10.625,5.71744,-0.005261572,3.125166,1.7678139,0.060665645,0.20737696,3.46875,4.71875,7.25,5.1919236,-2.371922,0.05795145,-0.5255165,0.014417523
133,0.09289978,5.960377,2.4413884,-0.046542365,0.11040115,4.8125,6.4375,11.125,5.723714,-0.17239149,3.5364392,1.8805423,-0.08130407,0.3481307,3.765625,5.09375,11.375,7.653729,-2.423938,0.23772955,1.9300151,0.26529127
134,-0.3320369,6.4050293,2.5308158,-0.024922037,0.15965366,5.0,6.6875,12.1875,6.0186324,-0.39904663,3.72254,1.9293885,-0.0057643275,0.27598262,3.90625,5.15625,10.125,6.504146,-2.6824894,0.116328955,0.4855137,0.06700972
135,-0.20774715,7.806471,2.7940063,0.058429625,0.24155927,5.5625,7.5625,12.375,5.584884,-0.05984961,4.839046,2.199783,0.11371276,0.35440397,4.375,5.937805,10.5,6.0631857,-2.9674249,0.112844706,0.47830153,0.14789754
136,-0.02689498,6.0923553,2.4682696,-0.029304834,0.080058336,4.875,6.4375,9.9375,5.074029,0.2554521,3.726087,1.9303075,-0.047340456,0.18427253,3.828125,5.156555,8.625,5.5823393,-2.3662682,0.10421419,0.5083103,0.28234708
137,0.0863412,16.07714,4.009631,-0.03348571,0.33021307,7.96875,10.68811,19.75,6.2708554,-0.27179906,12.552724,3.5429823,-0.07841134,0.39858913,7.15625,9.6875,18.0,6.4603577,-3.524417,0.068376064,0.18950224,0.35814026
138,0.4198671,6.50031,2.5495706,0.119909115,0.51175404,5.09375,6.96875,12.875,6.363109,0.13323914,3.9826882,1.9956673,0.33919612,1.0426307,3.90625,5.625,11.375,7.3441973,-2.5176218,0.53087664,0.98108816,0.28662795
139,1.2161059,7.54028,2.745957,0.057185687,0.23751688,5.96875,7.9375,13.4375,5.669353,0.7550864,4.479635,2.1165147,0.098325014,0.3935287,4.53125,6.125,10.5,5.965516,-3.060645,0.15601182,0.29616308,0.46101952
140,-1.0863987,9.450413,3.0741525,0.06280796,0.17502642,6.375,8.375,14.75,5.677739,-0.27449116,5.8197536,2.4124165,-0.019282946,0.2022059,4.78125,6.437805,10.8125,5.634149,-3.630659,0.02717948,-0.04359007,0.81190753
141,0.241521,5.584942,2.363248,-0.030201722,0.23650599,4.65625,6.25,13.8125,7.35417,0.30328974,3.0190542,1.7375425,-0.081901535,0.31714392,3.5,4.625,9.125,6.5445952,-2.5658877,0.08063793,-0.8095746,0.06176874
142,0.04892767,6.275119,2.5050187,-0.057773538,0.24128199,4.96875,6.75,10.8125,5.464526,0.21239874,3.7860575,1.9457794,-0.020257814,0.4284451,3.875,5.3125,8.75,5.696221,-2.4890614,0.18716311,0.2316947,0.16347107
143,-0.35076556,6.516695,2.5527818,0.032271158,0.15055346,5.0625,6.719055,12.0,5.87058,-0.28210807,3.7810733,1.9444982,0.05466245,0.19808292,3.859375,5.1875,8.3125,5.338791,-2.7356217,0.04752946,-0.5317893,0.06865749
144,0.27818117,6.2734957,2.5046947,0.021762034,0.16528654,5.0,6.6875,11.8125,5.920545,-0.21639043,3.658894,1.9128236,0.05553342,0.31077838,3.797638,5.15625,9.1875,6.0563636,-2.6146016,0.14549184,0.13581848,0.4945716
145,-0.009305969,6.0425425,2.4581583,0.11916802,0.2180283,4.84375,6.625,10.6875,5.5058556,0.2937404,3.6382167,1.907411,0.11656482,0.5308609,3.828125,5.34375,9.9375,6.565348,-2.4043257,0.3128326,1.0594926,0.30304635
146,0.4887303,7.1757975,2.678768,0.0040131826,0.18486977,5.34375,7.21875,12.0625,5.584969,0.15147752,4.7124286,2.1708128,0.060507458,0.2776785,4.3125,5.84375,11.3125,6.5879583,-2.463369,0.09280872,1.0029893,0.3372528
147,0.9609346,5.725073,2.3927124,0.06530447,0.22530127,5.0625,6.812805,11.75,5.7623887,0.4047636,3.096034,1.7595551,0.15886635,0.26945043,3.578125,4.9375,8.25,5.809313,-2.6290388,0.04414916,0.046924114,0.55617094
148,0.06824313,6.5140185,2.5522575,-0.17041658,0.3764577,5.0,6.8125,12.3125,6.114607,0.038016405,3.7170055,1.9279537,-0.14653626,0.44696474,3.828125,5.21875,11.0625,7.300845,-2.797013,0.07050705,1.1862383,0.030226726
149,-0.10715808,6.121793,2.4742258,-0.05367664,0.16267872,4.875,6.5,10.8125,5.5154033,0.20381582,3.662875,1.9138639,-0.010982164,0.41859984,3.828125,5.21875,9.375,6.2101026,-2.4589179,0.25592113,0.6946993,0.31097388
150,-0.35603365,6.0580115,2.4613028,0.020277228,0.31153297,4.9375,6.6875,12.125,6.183154,-0.29336905,3.589572,1.8946166,0.05843263,0.30194235,3.796875,5.15625,8.625,5.698197,-2.4684396,-0.009590626,-0.48495722,0.0626646
151,-0.29545113,6.417579,2.5332942,-0.033633616,0.1827507,5.0625,6.75,10.5625,5.2376137,-0.17854638,4.0158563,2.0039601,-0.12505294,0.5145223,3.9375,5.5,9.625,6.0962453,-2.401723,0.3317716,0.8586316,0.11690475
152,-1.0482672,5.950142,2.4392912,0.030544493,0.17387247,5.1875,6.906555,10.75,5.090113,-0.4530212,3.5378258,1.8809109,-0.0063263047,0.30784655,3.84375,5.21875,7.90625,5.187968,-2.412316,0.13397408,0.097854614,0.5952461
153,-0.48761046,11.215815,3.3490021,0.24870092,1.8638067,6.5625,9.0,21.125,8.057692,0.25868973,7.1668572,2.6770988,-0.0066116005,0.6931174,5.25,7.0625,15.1875,7.173948,-4.0489573,-1.1706893,-0.88374376,0.7463002
154,-0.37113693,6.389569,2.5277596,-0.02762093,0.15804029,5.03125,6.625,13.8125,6.8228536,-0.11089539,3.790841,1.9470083,-0.067951344,0.2916069,3.828125,5.3125,8.6875,5.6438327,-2.5987277,0.13356662,-1.1790209,0.26024154
155,0.035389733,7.1192493,2.6681921,-0.059252594,0.29487014,5.3125,7.21875,11.4375,5.4489183,0.094371095,4.372872,2.0911412,0.0560938,0.9708135,4.09375,5.75,10.9375,6.718178,-2.7463775,0.6759434,1.2692595,0.058981363
156,0.76514244,8.338958,2.8877254,-0.021511244,0.29634976,5.90625,8.0625,13.375,5.6750546,0.391996,5.602796,2.3670225,0.034178987,0.29446173,4.71875,6.46875,13.5625,7.172065,-2.7361617,-0.0018880367,1.4970102,0.37314644
157,0.29196188,6.824362,2.6123478,-0.053753506,0.19189644,5.21875,6.96875,11.9375,5.731498,0.10863179,4.101452,2.0252042,-0.15379667,0.61491585,4.03125,5.5625,10.875,6.851038,-2.72291,0.4230194,1.1195402,0.18333009
158,-0.74214727,10.249202,3.2014375,-0.021249413,0.5017121,6.5625,9.0625,15.75,6.1543064,-0.56359065,8.189349,2.8617039,-0.018322786,0.54319096,5.90625,8.0625,12.25,5.4109864,-2.0598526,0.041478872,-0.74332,0.17855662
159,-0.17730217,11.666541,3.4156318,-0.057011,0.55073357,7.03125,9.4375,15.3125,5.800157,-0.108193554,9.199439,3.0330577,-0.042123552,0.7247317,6.25,8.625,13.5,5.8191195,-2.467102,0.17399812,0.018962383,0.06910861
160,-0.21347627,96.44758,9.820773,0.043747228,0.035282135,19.25,25.375,41.25,5.260937,0.41496027,93.1112,9.649414,0.07840986,0.058282137,18.875,25.25,41.25,5.36137,-3.33638,0.023000002,0.10043287,0.62843657
161,-0.6918772,6.1758127,2.4851182,-0.019033356,0.18820357,5.09375,6.75,11.1875,5.481109,-0.7072798,3.7202349,1.928791,-0.1120291,0.27090883,4.0625,5.53125,8.6875,5.3832164,-2.4555779,0.08270526,-0.09789276,0.015402615
162,-0.8512318,9.457979,3.0753827,0.022528477,0.26672697,6.3125,8.3125,14.25,5.631379,-0.45443818,6.5900273,2.5671048,0.004198344,0.30246973,5.15625,7.0,12.8125,6.22445,-2.8679519,0.03574276,0.593071,0.39679363
163,0.38743624,7.447003,2.7289197,-0.036032528,0.4559722,5.5625,7.46875,13.75,6.372114,-0.041610423,5.253155,2.2919762,-0.082129285,0.52287555,4.59375,6.312805,12.6875,7.090209,-2.1938477,0.06690335,0.7180948,0.42904666
164,-0.8890863,6.846365,2.616556,0.09403286,0.14596677,5.4375,7.0625,10.75,4.8835278,-0.6307579,3.9661071,1.9915087,0.04295009,0.32996607,4.125,5.625,9.0625,5.472722,-2.8802578,0.1839993,0.5891943,0.25832838
165,-0.04040319,5.374798,2.318361,0.023530446,0.2609763,4.5625,6.125305,10.75,5.876808,-0.12554549,3.0238264,1.7389153,-0.023668302,0.38055468,3.4375,4.71875,7.75,5.6496444,-2.3509715,0.11957836,-0.22716379,0.0851423
166,-0.25740185,6.7771444,2.6032948,-0.049888123,0.25033116,5.1875,7.000305,11.375,5.508562,-0.09043525,4.023488,2.0058634,-0.012994631,0.32822514,3.984375,5.375,9.0,5.6879773,-2.7536564,0.07789397,0.17941523,0.1669666
167,0.3866307,11.383181,3.3738968,-0.12253898,0.53163457,6.8125,9.50061,14.6875,5.5126276,0.1406701,8.815855,2.9691505,-0.0832361,0.7033081,5.96875,8.37561,16.25,7.032169,-2.5673256,0.17167354,1.5195413,0.24596061
168,0.5648902,7.653396,2.766477,0.15247522,0.5076804,5.59375,7.5625,14.625,6.603623,0.29181686,4.4687123,2.1139328,0.24328715,1.1090798,4.1875,5.8125,12.4375,7.5020027,-3.1846838,0.6013994,0.8983798,0.27307335
169,-0.19668946,6.108709,2.4715803,0.031261776,0.17333293,4.84375,6.5625,12.125,6.1608458,-0.15564673,3.6928878,1.9216888,0.021763004,0.21146297,3.8125,5.0625,8.75,5.74078,-2.415821,0.038130045,-0.42006588,0.04104273
170,-0.694004,6.342729,2.5184774,-0.048311353,0.15698075,5.1875,6.96875,11.9375,5.766532,-0.18529716,3.6612082,1.9134284,0.060276106,0.67054915,3.75,5.312805,10.125,6.7236667,-2.681521,0.5135684,0.9571347,0.5087068
171,0.008926736,10.193521,3.1927292,0.20654061,0.6015599,6.46875,8.9375,15.1875,6.142462,0.1253734,7.8967805,2.810121,0.21850431,0.66985655,5.78125,8.0625,13.5,6.2385206,-2.29674,0.06829667,0.096058846,0.11644666
172,-1.0780808,7.3127117,2.7042027,0.055371135,0.1687622,5.6875,7.46875,13.1875,5.6762886,-0.62476826,4.311952,2.076524,0.039339405,0.25693345,4.28125,5.6875,10.625,6.1897125,-3.0007596,0.08817124,0.5134239,0.45331252
173,-0.12682255,9.471081,3.077512,0.10743009,0.6985495,6.1875,8.625,15.9375,6.6525607,0.0737232,7.094952,2.663635,0.1634599,0.859087,5.376526,7.5625,13.4375,6.5582037,-2.3761287,0.16053748,-0.09435701,0.20054574
174,-0.20894046,6.0207267,2.453717,-0.060844548,0.17732048,4.8125,6.5,11.875,6.0852237,0.06716709,3.4059954,1.8455338,-0.07968547,0.25054383,3.640625,4.90625,8.0625,5.524148,-2.6147313,0.07322335,-0.5610757,0.27610755
175,0.5543713,6.7954,2.606799,-0.051126905,0.2867086,5.25,7.09375,13.3125,6.3242855,0.05031515,3.6744332,1.9168811,-0.08503962,0.47001958,3.78125,5.25,9.4375,6.274979,-3.120967,0.18331099,-0.049306393,0.50405616
176,-0.02691521,8.265081,2.8749053,0.046718508,0.15544415,5.6875,7.562805,12.25,5.380895,-0.075530335,5.048425,2.24687,0.0639982,0.2452836,4.5,5.96875,9.75,5.491296,-3.2166562,0.08983946,0.11040068,0.048615128
177,-0.80891174,14.218817,3.7707846,0.005898091,0.4707632,7.907776,10.375,16.75,5.624046,-0.37561232,12.067052,3.4737663,-0.007795419,0.5480752,7.1875,9.5,17.0,6.349107,-2.1517649,0.07731199,0.72506094,0.43329942
178,0.107700296,6.538409,2.5570314,-0.12754811,0.1688726,5.09375,6.75,11.1875,5.5321517,-0.16700688,3.788209,1.9463322,-0.11270903,0.2934308,3.875,5.250305,9.375,6.1052,-2.7502003,0.12455821,0.5730481,0.27470717
179,-0.11349922,6.427929,2.535336,-0.032884065,0.34452534,5.0625,6.8125,12.5625,6.2772913,-0.5516712,3.77575,1.943129,-0.018519744,0.39136505,4.03125,5.5,9.8125,6.1771865,-2.652179,0.046839714,-0.10010481,0.43817198
180,0.6592736,6.7338986,2.5949757,0.069390975,0.16178608,5.25,7.21875,11.375,5.372643,0.5471681,3.9327407,1.9831139,0.29236585,1.03334,4.03125,5.625,12.5625,7.8513083,-2.801158,0.8715539,2.4786654,0.11210555
181,-0.3146774,12.852859,3.5850883,0.084115945,0.5284798,7.28125,9.9375,16.75,5.9929357,-0.19111858,10.526079,3.244392,0.06166296,0.7755277,6.71875,9.1875,15.75,6.343665,-2.3267794,0.2470479,0.35072947,0.123558804
182,-0.68481284,7.945925,2.8188517,0.023333365,0.13108253,5.65625,7.625,12.1875,5.275187,-0.173975,5.178918,2.2757237,-0.073120765,0.38005042,4.5,6.250305,10.625,5.909205,-2.7670074,0.24896789,0.63401794,0.51083785
183,0.72093576,15.024695,3.8761702,0.22296092,0.7665322,8.1875,10.8125,22.125,7.3543973,0.5530994,12.768434,3.5732944,0.2333609,0.95280576,7.59375,10.1875,20.25,7.4308925,-2.2562618,0.18627357,0.07649517,0.16783637
184,0.5125841,8.23943,2.8704407,0.06966212,0.11721754,5.75,7.78125,11.875,5.1468315,0.8113541,4.9091377,2.2156575,0.068952136,0.19735813,4.6875,6.375,10.1875,5.466606,-3.3302927,0.08014059,0.31977463,0.29877
185,-0.9697495,5.8477464,2.4182115,-0.01096293,0.20709515,5.125,6.875,12.125,5.8695602,-0.5473137,3.4515052,1.8578227,-0.030849747,0.1972413,3.8125,5.1875,8.125,5.289566,-2.3962412,-0.00985384,-0.5799942,0.42243582
186,0.5896267,7.076236,2.6601195,0.16706893,0.5675278,5.4375,7.6875,13.875,6.5438204,0.2998028,5.1167336,2.2620199,0.13984941,0.7189026,4.5625,6.5,12.375,7.0075746,-1.9595022,0.15137482,0.46375418,0.28982392
187,-0.5274775,6.8721166,2.6214721,-0.10678637,0.32616568,5.25,7.21875,14.5,6.8911943,0.12267197,4.04184,2.0104327,-0.086355984,0.26159263,4.0,5.34375,9.0,5.654996,-2.8302765,-0.06457305,-1.2361984,0.65014946
188,0.1791689,5.7408547,2.396008,0.06786535,0.009137154,4.71875,6.1875,10.4375,5.4487667,0.17415479,3.6197035,1.9025519,0.15703492,0.24820137,3.796875,5.09375,11.375,7.5373387,-2.1211512,0.23906422,2.088572,0.0050141066
189,0.62959254,7.287741,2.6995816,0.079965845,0.12161875,5.46875,7.25,13.0,5.923808,0.26859325,4.6384773,2.1537125,0.04648664,0.18729424,4.28125,5.78125,10.875,6.3444824,-2.6492639,0.0656755,0.42067432,0.3609993
190,-0.21449643,5.8706584,2.422944,-0.005394353,0.18736815,4.8125,6.46875,11.0625,5.732111,-0.02439038,3.3399534,1.827554,-0.016526379,0.24396133,3.640625,4.84375,8.5,5.8945885,-2.530705,0.05659318,0.1624775,0.19010605
191,-0.7432599,8.049908,2.837236,-0.017635636,0.270787,5.75,7.9375,15.3125,6.5974517,-0.4443522,5.2953725,2.3011677,0.031410202,0.4115281,4.65625,6.3125,14.1875,7.6720576,-2.7545352,0.14074111,1.074606,0.2989077
192,0.7327674,6.968125,2.6397207,-0.02033165,0.08975029,5.40625,7.125,10.8125,4.9640512,0.45500556,4.3410583,2.0835207,-0.059861206,0.19155788,4.25,5.5625,8.8125,5.2068634,-2.6270666,0.101807594,0.24281216,0.27776185
193,0.078364186,7.626553,2.7616215,-0.008004204,0.20988274,5.46875,7.3125,12.25,5.60968,-0.10170553,4.665018,2.1598654,0.0064694355,0.32392073,4.3125,5.84375,10.375,6.1042633,-2.961535,0.11403799,0.49458313,0.18006971
194,-0.27894714,6.7216578,2.592616,0.054804392,0.20398712,5.126526,6.84375,12.0,5.7995687,0.0461625,4.0188317,2.0047023,0.023786448,0.3703978,3.96875,5.375,11.0,6.975077,-2.702826,0.16641068,1.1755085,0.32510966
195,-1.23916,7.992031,2.827018,0.02123357,0.26219296,6.0625,7.9375,15.9375,6.4865947,-0.4117859,4.8755283,2.2080598,0.060405802,0.26961923,4.46875,6.03125,9.0625,5.1035953,-3.1165028,0.007426262,-1.3829994,0.82737404
196,0.2917355,6.342252,2.5183828,-0.024161194,0.2250669,5.0,6.84375,11.375,5.6706905,0.35894835,3.6837437,1.9193082,0.044808663,0.31275606,3.890625,5.28125,9.1875,5.9883504,-2.658508,0.08768916,0.31765985,0.06721285
197,-0.4817053,6.952632,2.6367843,0.028892593,0.21428132,5.34375,7.0,13.4375,6.33551,-0.42535502,4.297672,2.0730827,0.03758594,0.28755856,4.15625,5.625,10.0625,6.013669,-2.6549602,0.073277235,-0.32184076,0.05635029
198,-1.3157123,6.8618493,2.6195133,-0.034081027,0.149302,5.78125,7.65625,14.6875,6.2991424,-0.5690875,3.8247595,1.9556992,-0.00061586103,0.44299006,4.03125,5.5625,9.5,5.9230337,-3.0370898,0.29368806,-0.37610865,0.7466248
199,0.268381,6.4348235,2.5366955,0.18721296,0.25314164,5.09375,6.875,12.0625,6.0148726,0.093673825,3.805393,1.9507416,0.11260907,0.2931249,3.875,5.28125,8.375,5.4361978,-2.6294305,0.039983273,-0.5786748,0.17470717
200,0.2566059,6.4689426,2.5434117,-0.035573658,0.115684986,5.0,6.75,11.1875,5.5195208,0.123856455,3.942042,1.9854577,-0.077928595,0.27748013,3.921875,5.34375,7.96875,5.0771947,-2.5269005,0.16179514,-0.44232607,0.13274944
201,-0.46616772,6.4171553,2.5332105,-0.063452005,0.18028879,5.125,6.812805,12.0,5.8947663,-0.43014395,3.6764138,1.9173976,-0.052572187,0.20999694,3.875763,5.25,10.3125,6.6416473,-2.7407415,0.029708147,0.746881,0.036023766
202,0.025651118,5.946922,2.438631,-0.0013899455,0.20801544,4.78125,6.46875,10.5625,5.478184,0.0753974,3.5895586,1.894613,-0.033274457,0.3054366,3.78125,5.125,7.59375,5.0955596,-2.3573632,0.09742117,-0.38262463,0.049746282
203,0.28164852,5.985741,2.4465775,-0.016005646,0.12907672,4.84375,6.46875,10.5,5.3716288,0.11284622,3.7885375,1.9464166,0.030538576,0.18436217,3.875,5.15625,9.3125,6.036191,-2.1972036,0.055285454,0.6645622,0.16880229
204,-0.048672035,6.809917,2.6095817,0.07384161,0.24125123,5.1875,6.96875,11.0625,5.374404,0.007212915,4.0108023,2.0026987,0.055626698,0.3180101,3.96875,5.4375,8.8125,5.5937376,-2.7991147,0.07675886,0.21933365,0.05588495
205,-0.8537839,7.030683,2.6515436,-0.0848567,0.17296267,5.5,7.40625,13.0,5.9160547,-0.19280735,4.020459,2.0051084,0.0043676393,0.3009429,4.0,5.344055,9.1875,5.774383,-3.0102239,0.12798023,-0.14167166,0.6609765
206,-0.05679439,7.9776587,2.824475,0.052674755,0.20698953,5.5625,7.5,11.875,5.3227453,-0.206531,4.8249717,2.1965818,0.04952853,0.25557494,4.40625,5.84375,9.5625,5.4830937,-3.152687,0.048585415,0.16034842,0.14973661
207,0.68683934,6.405808,2.5309699,-0.052609798,0.21629286,5.1875,6.84375,13.25,6.361737,0.21116114,3.8361938,1.9586204,-0.27215204,1.2587495,3.859375,5.3125,11.75,7.6760597,-2.5696142,1.0424566,1.314323,0.4756782
208,-0.3064258,7.004715,2.6466422,0.06748653,0.21112967,5.21875,7.0625,13.5625,6.404782,0.027520422,4.0479074,2.0119412,0.088657446,0.2641003,3.984375,5.375305,8.4375,5.3184395,-2.9568076,0.052970648,-1.0863423,0.33394623
